"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","chemokine receptor binding","GO:0042379","false","0.0004346864007816142","3.361823946553787","26","772","11","16535","CCL11,CCL5,CX3CR1,CCL7,CXCL6,CXCL1,CCL2,CXCL3,CXCL2,CXCL8,CXCL5"
"GO:MF","molecular function regulator activity","GO:0098772","false","0.0010812465989021955","2.9660752456129855","1628","772","124","16535","CCL11,PI3,C3,CCL5,IL1B,WNT7B,TNFSF18,IL1A,AREG,SNCA,DLL4,EBI3,CCL7,EREG,SCN3B,BTC,CSF2,SYT1,KCNB2,RASGRF2,CXCL6,IL34,TGFB2,ELMOD1,PCSK1N,COL4A3,CSF3,IL32,DPP4,BST2,KCNMB4,GPRC5B,CABP5,RAB27B,RGCC,CCND2,SPINT1,PIK3R3,PDGFD,KCNB1,IGF1,SOCS1,LOC105378858,CXCL1,VAV3,CTSH,F2RL2,TMEM35A,PIK3IP1,MAP3K9,ANOS1,IGFBP2,BEX2,RCAN2,RRAD,SEMA6A,CCL2,GM2A,IGFBP5,BRSK2,TSPAN13,IL12A,DOCK8,SEMA6D,JAG2,LLGL2,ICOSLG,A2M,TG,CXCL3,GPRC5C,KALRN,SLC5A3,RAP1GAP,ARRB1,FAM47E,PZP,ANXA3,TBC1D10C,ALS2CL,WNT9A,ITIH5,RGS16,PREX2,GDF15,FBLN1,HTR2B,MMP15,CXCL2,DKK2,SEMA3D,NOX4,AMIGO1,CXCL8,BMP2,TNFSF9,EGF,RARRES1,CASP1,DOCK4,CXCL5,LTK,DENND2A,SERPINB10,FRY,RAB3IP,STC1,PRNP,LYPD6B,CAMK2N2,CLU,MGST2,SORL1,DNAJB4,RGS17,OSGIN1,ADAP1,CDKN2B,HGF,PTPN3,SCN4B,BMP4,GPRC5A,ABCC9"
"GO:MF","transmembrane signaling receptor activity","GO:0004888","false","0.0014695566202866512","2.8328136764138656","422","772","47","16535","VIPR1,PTPRZ1,NPBWR1,CX3CR1,EBI3,LPAR3,NFAM1,ACVR1C,TLR2,GPRC5B,TNFRSF10C,CTSH,L1CAM,F2RL2,ROBO2,LEPR,PDGFRL,CD7,MRGPRE,ADGRB2,CELSR1,ADORA1,GPRC5C,F2RL1,OPRD1,PRLR,ACKR4,ICAM1,HTR2B,ABCA1,ABCA7,ZNF219,ADORA2A,PTPRO,LTK,GPR37,ADGRA3,PTPRK,PTPRR,GLRB,P2RX5,P2RX6,CSF2RB,BDKRB2,SORL1,GPRC5A,ABCC9"
"GO:MF","gated channel activity","GO:0022836","true","0.003120751854494819","2.505740762737446","156","772","25","16535","CLCA2,KCNJ6,KCNB2,KCNN2,TMC1,KCNMB4,KCNB1,KCNJ15,MCOLN3,SNAP25,SCN1A,MCOLN2,TPCN1,CACNA1H,CACNA2D3,ANO4,KCNA3,ITPR2,GLRB,KCNQ3,P2RX5,P2RX6,SHROOM2,NALF1,ABCC9"
"GO:MF","calcium ion binding","GO:0005509","true","0.006361754458641692","2.196423097145486","471","772","49","16535","CLSTN2,LCP1,SNCA,DLL4,SYT1,CDH8,PCDHA12,ASPN,RHBDL3,CDH13,PADI2,CABP5,PKD1L2,PCDHA4,ALPL,MMP12,PLA2G4C,PCDHB8,PADI1,MGP,TPD52,JAG2,GALNT3,MCTP1,CELSR1,PCDH8,PRRG4,UNC13A,PCDHB14,ANXA3,PCDHB13,DLK2,PCDHB5,FBLN1,ADAM8,FER1L5,GNPTAB,SULF2,AGRN,EGF,EGFL7,PCDH1,ITPR2,PAM,EFCAB5,CDH2,LOXL2,EPDR1,PCDHB6"
"GO:MF","cytokine receptor binding","GO:0005126","false","0.006706184515891305","2.1735245014394105","151","772","24","16535","CCL11,CCL5,IL1B,TNFSF18,IL1A,CX3CR1,EBI3,CCL7,CSF2,CXCL6,IL34,TGFB2,CSF3,SOCS1,CXCL1,CCL2,IL12A,CXCL3,CADM4,ADAM8,CXCL2,CXCL8,TNFSF9,CXCL5"
"GO:MF","monoatomic ion channel activity","GO:0005216","false","0.011106320671601323","1.9544297913445945","250","772","32","16535","SCN3B,CLCA2,KCNJ6,KCNB2,KCNN2,TMC1,KCNMB4,PKD1L2,KCNB1,KCNJ15,MCOLN3,SNAP25,SCN1A,MCOLN2,CLIC2,TPCN1,CACNA1H,CACNA2D3,ANO4,SLC4A11,ANO3,KCNA3,SLC9C1,ITPR2,GLRB,KCNQ3,P2RX5,P2RX6,SHROOM2,SCN4B,NALF1,ABCC9"
"GO:MF","transmembrane transporter activity","GO:0022857","false","0.011730080108226999","1.930699021947374","750","772","67","16535","CD36,ABCB1,SLC7A14,SCN3B,CLCA2,KCNJ6,ABCG1,KCNB2,SLC16A6,STRA6,POU2F2,FABP2,SLC8A3,KCNN2,SLC38A11,NIPAL1,TMC1,KCNMB4,SLC39A8,PKD1L2,GJA5,KCNB1,KCNJ15,MCOLN3,SNAP25,ABCC6,SLC7A4,SCN1A,MCOLN2,SLCO4A1,ATP1A3,SLC15A3,CLIC2,ABCA3,ABCA9,SLC5A3,TPCN1,CACNA1H,CACNA2D3,SLC22A4,GJA3,ABCA1,ANO4,TMEM144,SLC7A7,ABCA7,SLC47A1,SLC4A11,SLC43A2,ANO3,KCNA3,SLC2A5,SLC9C1,ITPR2,GLRB,SLC29A2,KCNQ3,ABCA10,P2RX5,SLC20A2,P2RX6,SLC28A3,SHROOM2,SCN4B,SLC52A1,NALF1,ABCC9"
"GO:MF","passive transmembrane transporter activity","GO:0022803","false","0.01285036725242191","1.8910844603932973","277","772","34","16535","SCN3B,CLCA2,KCNJ6,KCNB2,KCNN2,TMC1,KCNMB4,PKD1L2,GJA5,KCNB1,KCNJ15,MCOLN3,SNAP25,SCN1A,MCOLN2,CLIC2,TPCN1,CACNA1H,CACNA2D3,GJA3,ANO4,SLC4A11,ANO3,KCNA3,SLC9C1,ITPR2,GLRB,KCNQ3,P2RX5,P2RX6,SHROOM2,SCN4B,NALF1,ABCC9"
"GO:MF","channel activity","GO:0015267","false","0.01285036725242191","1.8910844603932973","277","772","34","16535","SCN3B,CLCA2,KCNJ6,KCNB2,KCNN2,TMC1,KCNMB4,PKD1L2,GJA5,KCNB1,KCNJ15,MCOLN3,SNAP25,SCN1A,MCOLN2,CLIC2,TPCN1,CACNA1H,CACNA2D3,GJA3,ANO4,SLC4A11,ANO3,KCNA3,SLC9C1,ITPR2,GLRB,KCNQ3,P2RX5,P2RX6,SHROOM2,SCN4B,NALF1,ABCC9"
"GO:MF","growth factor activity","GO:0008083","false","0.02374141354990007","1.6244934269717561","97","772","18","16535","AREG,EREG,BTC,CSF2,IL34,TGFB2,CSF3,PDGFD,IGF1,CXCL1,IL12A,JAG2,GDF15,BMP2,EGF,OSGIN1,HGF,BMP4"
"GO:MF","metal ion transmembrane transporter activity","GO:0046873","true","0.04158737094150558","1.3810385338713371","265","772","32","16535","SCN3B,KCNJ6,KCNB2,SLC8A3,KCNN2,NIPAL1,TMC1,KCNMB4,SLC39A8,PKD1L2,KCNB1,KCNJ15,MCOLN3,SNAP25,SCN1A,MCOLN2,ATP1A3,SLC5A3,TPCN1,CACNA1H,CACNA2D3,SLC4A11,KCNA3,SLC9C1,ITPR2,KCNQ3,SLC20A2,SLC28A3,SHROOM2,SCN4B,NALF1,ABCC9"
"GO:MF","transporter activity","GO:0005215","false","0.04877937314230828","1.3117637850511057","844","772","71","16535","CD36,ABCB1,SLC7A14,APOD,SCN3B,CLCA2,KCNJ6,ABCG1,KCNB2,SLC16A6,STRA6,POU2F2,FABP2,SLC8A3,KCNN2,SLC38A11,NIPAL1,TMC1,KCNMB4,SLC39A8,PKD1L2,GJA5,KCNB1,KCNJ15,MCOLN3,SNAP25,ABCC6,SLC7A4,GM2A,SCN1A,MCOLN2,SLCO4A1,ATP1A3,SLC15A3,CLIC2,ABCA3,ABCA9,SLC5A3,TPCN1,CACNA1H,CACNA2D3,SLC22A4,GJA3,ABCA1,ANO4,TMEM144,SLC7A7,ABCA7,SLC47A1,SLC4A11,SLC43A2,ANO3,KCNA3,RHBDF2,SLC2A5,SLC9C1,ITPR2,GLRB,SLC29A2,KCNQ3,ABCA10,P2RX5,SLC20A2,P2RX6,SORL1,SLC28A3,SHROOM2,SCN4B,SLC52A1,NALF1,ABCC9"
"GO:BP","multicellular organismal process","GO:0032501","true","4.3232177374943697e-17","16.364192890811253","4908","772","352","16535","CLSTN2,CCL11,PI3,C3,CCL5,CLDN1,PTPRZ1,OAS1,ELF3,LCP1,SFRP4,CD36,IL1B,CDX1,WNT7B,TNFSF18,IL1A,SH3GL2,INPP5D,AREG,CX3CR1,SNCA,ABCB1,DLL4,EBI3,SAA1,APOD,CYP7B1,HSD17B2,EREG,SCN3B,BTC,CNTN1,CSF2,ACP3,TACSTD2,OAS2,CYP26B1,ABCG1,SYT1,KCNB2,BRINP2,PRXL2A,RETREG1,ASTN1,LRRN3,CXCL6,IL34,STRA6,SLITRK6,POU2F2,SOD2,TGFB2,LPAR3,PCDHA12,NFAM1,FOSB,PPARGC1B,PCSK1N,FOXE1,FABP2,SLC8A3,HOXC13,ASPN,ACVR1C,KCNN2,LCE2A,COL4A3,CSF3,TXK,IVL,TMEM229B,IL32,CDH13,H4C8,DPP4,TMC1,TTC9,BST2,LHX9,PADI2,COL8A1,TNFRSF21,OCLN,KCNMB4,TLR2,RSAD2,SYPL2,GPRC5B,ITGB4,COL4A4,BFSP1,RGCC,SDK2,TCIM,CCND2,SLC39A8,SPINT1,KRTAP4-8,PLPPR4,AKR1B1,FMO2,KRT12,PIK3R3,PDGFD,GCNT2,PAPPA,GJA5,KCNB1,RARRES2,AKAP6,IGF1,LIPG,H4C5,SOCS1,CXCL1,VAV3,CTSH,PCDHA4,RUNX3,L1CAM,GAD1,F2RL2,MCOLN3,ALPL,SNAP25,ANOS1,HAP1,IGFBP2,ROBO2,RFLNA,LRRN1,LEPR,DUSP4,MMP12,SCAMP5,ABCC6,DNAI3,CD7,MARK1,CYFIP2,BTG2,SEMA6A,PLA2G4C,CCL2,F11R,PCDHB8,ODAD2,GM2A,TMEM178A,SCN1A,IGFBP5,ADGRB2,BRSK2,MCOLN2,PTPRQ,KRT17,IL12A,CRYBB3,MGP,DOCK8,FMO4,PCSK5,MAPT,TPD52,SEMA6D,JAG2,DIO2,HLA-B,PGAM2,CYGB,TGM1,TENT5C,DTX4,GALNT3,CELSR1,ATP1A3,H2BC12L,ICOSLG,CES3,ADORA1,SGIP1,BANK1,PLAAT4,PCDH8,CLIC2,PLEKHA7,ABCA3,DNAH5,PRRG4,C1QTNF1,B4GALT6,SOX8,DUSP6,TG,H4C16,PARD6B,MACROD2,ENPP4,ADAMTS12,ALDH5A1,F2RL1,KALRN,SLC5A3,OPRD1,UNC13A,IFIH1,ARRB1,PRLR,INA,PCDHB14,SGCD,RAB6B,ADAMTS5,DRGX,CACNA1H,FOS,RTN4RL1,VSIG1,PZP,DLX1,ANXA3,CHD7,CTSK,PCDHB13,DTNA,RELB,TBC1D10C,WNT9A,PLCG2,RGS16,PREX2,AFP,SPTBN2,FOXF1,SRPX2,ICAM1,SCARB1,TEC,SEZ6L2,TANC1,PRTG,PCDHB5,ISL1,GDF15,ZBTB46,PRAG1,FBLN1,GJA3,HTR2B,ABCA1,MAPK8IP2,NDRG2,IGSF3,ADAM21,MMP15,ADAM8,MYOZ2,DKK2,CAMK1D,PRDM1,SEMA3D,NOX4,NTN1,AMIGO1,ABCA7,CXCL8,GPR155,BMP2,MAP7D2,SULF2,ZNF219,EMB,SULT4A1,AGRN,TNFSF9,JAM2,PLAAT3,SPON2,ADORA2A,EGF,PTPRO,PLAC8,BATF2,POPDC2,CASP1,DOCK4,DGAT2,LTK,HLA-F,GPR37,MAFB,IRF5,EGFL7,PTPRK,NTN4,SLC2A5,PCDH1,PTPRR,H4C15,H4C14,TFAP2C,MSI2,SMPD3,GLRB,SLC29A2,NMNAT2,KCNQ3,USP53,SOX6,PPARGC1A,FRY,ROBO3,RAB26,RDH10,P2RX5,LZTS3,SLC20A2,ISG15,SPI1,STC1,PRNP,ANKFN1,P2RX6,RIGI,CDH2,CLU,CSF2RB,BDKRB2,SORL1,LOXL2,PIK3CD,PRCD,ENTPD7,RRM2B,SHROOM2,LAMA3,CDKN2B,CFAP70,SHC3,HGF,USP44,PCDHB6,SCN4B,BMP4,RARB,THRB,APBA2,HOXA13,ARRDC4,ABCC9,PLA2R1"
"GO:BP","response to external stimulus","GO:0009605","false","3.7615023007835705e-15","14.424638668201485","1595","772","156","16535","CCL11,PI3,C3,CCL5,CLDN1,OAS1,CD36,IL1B,WNT7B,TNFSF18,IL1A,INPP5D,CX3CR1,SNCA,SAA1,CCL7,CYP7B1,EREG,CSF2,OAS2,CXCL6,IL34,STRA6,SLITRK6,POU2F2,SOD2,TGFB2,FOSB,H2BC8,MX1,CSF3,HERC5,TXK,TMEM229B,CDH13,DPP4,TMC1,CTSS,BST2,PADI2,TLR2,RSAD2,GPRC5B,IFI6,SLC39A8,CFI,PKD1L2,PDGFD,RARRES2,IGF1,CXCL1,H2BC21,VAV3,MTUS1,L1CAM,IFI27,ALPL,ANOS1,IGFBP2,ROBO2,MMP12,H2BC11,BTG2,SEMA6A,CCL2,F11R,CMPK2,IFI44L,SCN1A,MCOLN2,PTPRQ,IL12A,SEMA6D,DIO2,HLA-B,DTX4,C15ORF48,H2BC12L,ADORA1,BANK1,SLC15A3,H2BC12,A2M,C1QTNF1,PLD1,GGT1,CXCL3,MACROD2,ENPP4,ADAMTS12,HERC6,F2RL1,TRIM29,IFIH1,PRLR,ACKR4,ADAMTS5,DRGX,FOS,RTN4RL1,OASL,ANXA3,CHD7,RELB,PLCG2,C8G,FOXF1,CFH,SCARB1,ISL1,ABCA1,ADAM8,CXCL2,CAMK1D,PRDM1,SEMA3D,NTN1,CXCL8,BMP2,MIR224,ANO3,RHBDF2,PLAAT3,SPON2,ADORA2A,PTPRO,PLAC8,BATF2,CASP1,DOCK4,IFI44,CXCL5,HLA-F,IRF5,KMO,GLRB,KCNQ3,USP53,ROBO3,P2RX5,MX2,ISG15,SPI1,RIGI,CDH2,CLU,CSF2RB,MGST2,PIK3CD,CDA,SHROOM2,HGF,USP44,BMP4,GRK4,ABCC9"
"GO:BP","regulation of multicellular organismal process","GO:0051239","false","1.0245821869980809e-14","13.989453198875145","2116","772","188","16535","CLSTN2,CCL11,C3,CCL5,PTPRZ1,OAS1,SFRP4,CD36,IL1B,CDX1,TNFSF18,IL1A,INPP5D,CX3CR1,SNCA,DLL4,EBI3,SAA1,APOD,EREG,SCN3B,CSF2,ACP3,TACSTD2,OAS2,CYP26B1,KCNB2,PRXL2A,LRRN3,CXCL6,IL34,STRA6,SLITRK6,POU2F2,TGFB2,LPAR3,NFAM1,PPARGC1B,SLC8A3,ASPN,ACVR1C,KCNN2,COL4A3,CSF3,TXK,IL32,H4C8,DPP4,BST2,TNFRSF21,KCNMB4,TLR2,RSAD2,GPRC5B,RGCC,TCIM,SPINT1,GCNT2,GJA5,AKAP6,IGF1,LIPG,H4C5,SOCS1,VAV3,CTSH,RUNX3,L1CAM,ALPL,HAP1,IGFBP2,ROBO2,RFLNA,LRRN1,LEPR,MMP12,SCAMP5,CD7,MARK1,BTG2,SEMA6A,CCL2,F11R,TMEM178A,IGFBP5,ADGRB2,MCOLN2,KRT17,IL12A,MGP,DOCK8,MAPT,SEMA6D,DIO2,HLA-B,CYGB,DTX4,ATP1A3,ICOSLG,ADORA1,SGIP1,BANK1,PLAAT4,CLIC2,C1QTNF1,SOX8,DUSP6,TG,H4C16,ENPP4,ADAMTS12,F2RL1,KALRN,IFIH1,ARRB1,PRLR,ADAMTS5,CACNA1H,FOS,DLX1,ANXA3,CHD7,CTSK,RELB,TBC1D10C,WNT9A,PLCG2,SRPX2,TEC,PRTG,ISL1,GDF15,ZBTB46,FBLN1,HTR2B,ABCA1,NDRG2,ADAM8,PRDM1,NTN1,AMIGO1,ABCA7,CXCL8,BMP2,SULF2,ZNF219,AGRN,TNFSF9,JAM2,SPON2,ADORA2A,EGF,PTPRO,PLAC8,POPDC2,CASP1,DOCK4,HLA-F,MAFB,IRF5,NTN4,PTPRR,H4C15,H4C14,SMPD3,SOX6,PPARGC1A,P2RX5,SLC20A2,ISG15,SPI1,STC1,PRNP,RIGI,CLU,BDKRB2,SORL1,LOXL2,PIK3CD,LAMA3,HGF,SCN4B,BMP4,RARB,THRB,ARRDC4,ABCC9,PLA2R1"
"GO:BP","humoral immune response","GO:0006959","false","3.005611645593998e-11","10.522067135216627","99","772","29","16535","CCL11,PI3,C3,CCL5,IL1B,EBI3,CCL7,CXCL6,POU2F2,H2BC8,TNFRSF21,RGCC,CFI,RARRES2,H2BC21,H2BC11,CCL2,H2BC12L,H2BC12,A2M,CFHR3,C8G,CFHR1,CFH,CXCL8,SPON2,CXCL5,ST6GAL1,CLU"
"GO:BP","immune system process","GO:0002376","false","4.948975587114119e-10","9.3054846885222","1796","772","155","16535","CCL11,PI3,C3,CCL5,CLDN1,OAS1,LCP1,CD36,IL1B,TNFSF18,IL1A,INPP5D,CX3CR1,SNCA,DLL4,EBI3,SAA1,CCL7,APOD,CYP7B1,EREG,CSF2,OAS2,CYP26B1,PRXL2A,CXCL6,IL34,POU2F2,TGFB2,NFAM1,PPARGC1B,FOXE1,H2BC8,MX1,CSF3,HERC5,TXK,TMEM229B,IL32,H4C8,DPP4,CTSS,BST2,PADI2,TNFRSF21,TLR2,RSAD2,GPRC5B,RGCC,TCIM,IFI6,CFI,PIK3R3,PDGFD,PODXL2,RARRES2,IGF1,H4C5,SOCS1,CXCL1,H2BC21,VAV3,CTSH,RUNX3,MTUS1,IFI27,IGFBP2,LEPR,MMP12,CD7,H2BC11,CCL2,F11R,IFI44L,TMEM178A,MCOLN2,IL12A,DOCK8,MAPT,TPD52,SEMA6D,JAG2,HLA-B,DTX4,H2BC12L,ICOSLG,ADORA1,BANK1,SLC15A3,H2BC12,A2M,GGT1,CXCL3,H4C16,CFHR3,F2RL1,TRIM29,OPRD1,CTSF,IFIH1,RAP1GAP,PRLR,ACKR4,FOS,OASL,ANXA3,CHD7,RELB,TBC1D10C,PLCG2,C8G,CFHR1,AFP,FOXF1,CFH,ICAM1,TEC,GDF15,ZBTB46,TRBV12-3,ADAM8,TRBV12-4,CXCL2,CAMK1D,PRDM1,CXCL8,TNFSF9,JAM2,RHBDF2,SPON2,ADORA2A,PTPRO,BATF2,CASP1,IFI44,CXCL5,HLA-F,MAFB,IRF5,H4C15,H4C14,SMPD3,ST6GAL1,MX2,ISG15,SPI1,PRNP,RIGI,CLU,CSF2RB,PIK3CD,ENTPD7,CDKN2B,USP44,BMP4"
"GO:BP","response to bacterium","GO:0009617","false","2.793310443218567e-9","8.553880794952606","391","772","56","16535","PI3,C3,CLDN1,OAS1,CD36,IL1B,IL1A,CX3CR1,SNCA,CSF2,OAS2,CXCL6,SOD2,H2BC8,CSF3,TMEM229B,TLR2,RARRES2,H2BC21,ALPL,H2BC11,CCL2,CMPK2,IL12A,DIO2,HLA-B,C15ORF48,H2BC12L,BANK1,H2BC12,MACROD2,HERC6,F2RL1,PRLR,ADAMTS5,FOS,ANXA3,CHD7,PLCG2,SCARB1,ABCA1,CXCL2,CXCL8,BMP2,MIR224,PLAAT3,SPON2,PLAC8,CASP1,IFI44,CXCL5,IRF5,KMO,ISG15,CSF2RB,MGST2"
"GO:BP","response to stimulus","GO:0050896","false","4.0007372635429395e-8","7.3978599686760305","6115","772","380","16535","VIPR1,CCL11,PI3,C3,CCL5,CLDN1,PTPRZ1,SAA2,OAS1,ELF3,LCP1,SFRP4,SAA2-SAA4,NPBWR1,CD36,IL1B,WNT7B,TNFSF18,IL1A,SH3GL2,INPP5D,GUCY1A2,AREG,CX3CR1,SNCA,ABCB1,PDE11A,DLL4,EBI3,SAA1,CCL7,APOD,CYP7B1,HSD17B2,EREG,BTC,CNTN1,CSF2,ACP3,OAS2,CYP26B1,ABCG1,SYT1,BRINP2,PRXL2A,HRK,RASGRF2,GNA14,ERP27,CXCL6,CDH8,IL34,STRA6,SLITRK6,POU2F2,SOD2,TGFB2,LPAR3,NFAM1,FOSB,PPARGC1B,PCSK1N,SLC8A3,ASPN,ACVR1C,H2BC8,MX1,COL4A3,CSF3,HERC5,TXK,IVL,SOD3,TMEM229B,IL32,CDH13,DPP4,TMC1,RGS7BP,CTSS,BST2,PADI2,TNFRSF21,OCLN,KCNMB4,TLR2,RSAD2,GPRC5B,NRK,CABP5,ITGB4,RGCC,TCIM,IFI6,CCND2,SLC39A8,SPINT1,CFI,PLPPR4,AKR1B1,FMO2,PKD1L2,PIK3R3,PDGFD,GCNT2,PAPPA,KCNB1,RARRES2,TNFRSF10C,AKAP6,IGF1,LIPG,SOCS1,LOC105378858,CXCL1,H2BC21,VAV3,CTSH,RUNX3,MTUS1,L1CAM,PPM1H,SHC2,F2RL2,IFI27,MCOLN3,ALPL,PIK3IP1,MAP3K9,ANOS1,HAP1,IGFBP2,ROBO2,MYZAP,FBP1,BEX2,RCAN2,RRAD,LEPR,DUSP4,MMP12,SCAMP5,ABCC6,PDGFRL,CD7,FMOD,MARK1,CYFIP2,H2BC11,BTG2,SEMA6A,PLA2G4C,CCL2,F11R,CMPK2,IFI44L,MRGPRE,SCN1A,IGFBP5,ADGRB2,BRSK2,MCOLN2,PTPRQ,MAP3K21,IL12A,ANK1,DOCK8,FMO4,MAPT,SEMA6D,JAG2,DIO2,HLA-B,PGAM2,CYGB,DTX4,GALNT3,MCTP1,C15ORF48,LLGL2,CELSR1,ATP1A3,H2BC12L,ICOSLG,CES3,ADORA1,SGIP1,BANK1,TMEM132A,SLC15A3,H2BC12,A2M,CLIC2,ABCA3,PRRG4,C1QTNF1,PLD1,CA8,SOX8,GGT1,DUSP6,TG,CXCL3,MACROD2,ENPP4,GPRC5C,CFHR3,ADAMTS12,HERC6,F2RL1,TRIM29,KALRN,TPCN1,OPRD1,TSPAN15,IFIH1,RAP1GAP,ARRB1,PRLR,ACKR4,KLF14,INA,CADM4,SGCD,SAMD5,ADAMTS5,DRGX,CACNA1H,FOS,RTN4RL1,OASL,DLX1,ANXA3,CHD7,CNIH3,DTNA,RELB,TBC1D10C,DLK2,WNT9A,PLCG2,RGS16,C8G,ST3GAL6,DRAM1,PREX2,CFHR1,AFP,FOXF1,CFH,ICAM1,SCARB1,TEC,TANC1,ISL1,GDF15,PRAG1,FBLN1,HTR2B,ABCA1,MAPK8IP2,NDRG2,MMP15,TRBV12-3,ADAM8,TRBV12-4,MYOZ2,CXCL2,DKK2,ACER2,CAMK1D,PRDM1,SEMA3D,NOX4,NTN1,AMIGO1,ABCA7,CXCL8,GPR155,SLC47A1,BMP2,SAMD12,SLC4A11,INMT,SULF2,MIR224,ZNF219,CHMP4C,ANO3,AGRN,TNFSF9,RHBDF2,PLAAT3,SPON2,ADORA2A,EGF,PTPRO,PLAC8,BATF2,CPNE8,PRDX6,CASP1,DOCK4,IFI44,DGAT2,CXCL5,LTK,HLA-F,GPR37,MAFB,FRRS1L,ADGRA3,IRF5,EGFL7,KMO,PTPRK,SLC2A5,PTPRR,FBXO2,RRAGD,SMPD3,ITPR2,GLRB,CAMK1G,PAM,KCNQ3,ACSL5,ST6GAL1,USP53,SOX6,ASB9,PPARGC1A,ROBO3,TP53INP1,FRAT2,CPZ,PPM1K,P2RX5,MX2,ISG15,SPI1,STC1,PRNP,GAS1,ANKFN1,P2RX6,ARMC9,MAP7,RIGI,CDH2,CLU,CSF2RB,BDKRB2,MGST2,SORL1,DNAJB4,LOXL2,RGS17,OSGIN1,RND3,PIK3CD,CDA,SLC28A3,ENTPD7,RRM2B,SHROOM2,ADAP1,CDKN2B,SHC3,HGF,USP44,PTPN3,BMP4,GRK4,RARB,THRB,GPRC5A,HOXA13,ABCC9,PLA2R1"
"GO:BP","positive regulation of multicellular organismal process","GO:0051240","false","4.388250611654289e-8","7.357708577963641","1188","772","111","16535","CLSTN2,CCL11,C3,CCL5,PTPRZ1,OAS1,CD36,IL1B,IL1A,INPP5D,CX3CR1,EBI3,SAA1,EREG,SCN3B,CSF2,OAS2,LRRN3,IL34,STRA6,SLITRK6,POU2F2,TGFB2,LPAR3,NFAM1,PPARGC1B,TXK,IL32,DPP4,TLR2,RSAD2,GPRC5B,RGCC,SPINT1,GCNT2,GJA5,AKAP6,IGF1,LIPG,SOCS1,VAV3,CTSH,RUNX3,L1CAM,ALPL,HAP1,IGFBP2,ROBO2,LRRN1,LEPR,MMP12,SCAMP5,CD7,CCL2,MCOLN2,KRT17,IL12A,DOCK8,MAPT,DIO2,ICOSLG,SGIP1,PLAAT4,C1QTNF1,SOX8,ENPP4,F2RL1,KALRN,IFIH1,ARRB1,PRLR,FOS,ANXA3,CHD7,PLCG2,SRPX2,ISL1,ZBTB46,HTR2B,ABCA1,ADAM8,NTN1,AMIGO1,ABCA7,CXCL8,BMP2,SULF2,ZNF219,AGRN,TNFSF9,SPON2,ADORA2A,EGF,PLAC8,CASP1,HLA-F,IRF5,SOX6,PPARGC1A,SLC20A2,ISG15,SPI1,RIGI,CLU,SORL1,LOXL2,PIK3CD,HGF,BMP4,ARRDC4,PLA2R1"
