Comparison	FOS	IL1A	CXCL8	CDKN2B	ICAM1
HAEC_IR	-0.1686248329998238	-1.995163707767906	0.2967670243100669	0.2715057842764298	1.7684304917342355
HUVEC_IR	-0.3066672672387131	-0.0946554673974982	-0.4759932282123457	0.4411847685976084	1.8421488294533035
IMR90_IR	-4.224401466295372	-4.008288690374047	-5.104183387683436	0.2778983663821283	-1.0066039667016975
IMR90_Replicative	-4.542823151669503	-4.488007923846887	-6.221715133842774	0.8665328648170068	-1.4568132599222183
WI38_Doxorubicin	0.6950636410000894	2.2364443222809443	5.336906101881336	-0.5226666329295877	1.1317540290603851
WI38_HRAS	1.34586608195314	7.892819102896871	9.295229211307468	3.579776817481476	2.3187873652988022
WI38_IR	4.659242256363248	3.8012094745831817	5.862177351845513	0.2392405301893486	2.4260265895650375
WI38_Replicative	1.0165942819126104	0.1620837510808413	-1.052774746881098	-0.7087239204250403	-0.7315125142752844
